pl_rade,st_teff,st_rad,st_met,st_age,is_gas_giant
2.08,3821.0,0.595,0.3,5.0,0
2.788,5693.0,0.875,-0.11,2.57,0
3.01,5801.0,0.95,-0.1,3.47,0
6.86,5801.0,0.95,-0.1,3.47,1
6.353,5693.0,0.875,-0.11,2.57,1
11.792,5693.0,0.875,-0.11,2.57,1
2.2,4612.0,0.65,-0.21,2.4,0
2.27,4612.0,0.65,-0.21,2.4,0
2.91,4612.0,0.65,-0.21,2.4,0
1.25,5650.0,0.96,-0.01,6.03,0
1.293,5678.0,0.973,0.12,3.24,0
2.1,5650.0,0.96,-0.01,6.03,0
2.104,5678.0,0.973,0.12,3.24,0
1.79,5650.0,0.96,-0.01,6.03,0
1.835,5678.0,0.973,0.12,3.24,0
1.813,5678.0,0.973,0.12,3.24,0
1.78,5650.0,0.96,-0.01,6.03,0
1.803,5464.0,0.819,0.16,1.26,0
3.9,5498.0,0.95,0.18,2.0,0
12.159,5464.0,0.819,0.16,1.26,1
12.3,5498.0,0.95,0.18,2.0,1
12.77,5452.0,0.86,0.12,1.58,1
8.8,5498.0,0.95,0.18,2.0,1
8.845,5464.0,0.819,0.16,1.26,1
9.29,5452.0,0.86,0.12,1.58,1
2.43,5965.0,1.1,0.04,3.63,0
2.65,5965.0,1.1,0.04,3.63,0
1.47,5717.0,0.96,0.01,4.17,0
1.422,5656.0,0.94,0.18,1.45,0
1.48,5717.0,0.96,0.01,4.17,0
1.478,5656.0,0.94,0.18,1.45,0
2.09,5656.0,0.94,0.18,1.45,0
2.11,5717.0,0.96,0.01,4.17,0
3.411,5703.0,1.048,0.16,4.47,0
3.62,5781.0,1.11,0.06,6.61,0
11.75,5781.0,1.11,0.06,6.61,1
11.066,5703.0,1.048,0.16,4.47,1
0.94,4070.0,0.51,-0.53,3.31,0
1.16,4070.0,0.51,-0.53,3.31,0
2.768,4843.0,0.65,0.03,1.0,0
3.12,4817.0,0.73,0.05,2.09,0
2.32,4817.0,0.73,0.05,2.09,0
2.046,4843.0,0.65,0.03,1.0,0
2.374,4843.0,0.65,0.03,1.0,0
2.64,4817.0,0.73,0.05,2.09,0
1.2,4817.0,0.73,0.05,2.09,0
1.042,4843.0,0.65,0.03,1.0,0
3.359,5080.0,0.771,0.09,3.24,0
3.45,5117.0,0.79,0.03,4.37,0
3.28,5117.0,0.79,0.03,4.37,0
3.213,5080.0,0.771,0.09,3.24,0
2.579,5080.0,0.771,0.09,3.24,0
2.67,5117.0,0.79,0.03,4.37,0
1.753,5080.0,0.771,0.09,3.24,0
1.62,5011.0,0.74,-0.08,2.63,0
1.639,4908.0,0.769,-0.13,9.77,0
2.27,5011.0,0.74,-0.08,2.63,0
2.332,4908.0,0.769,-0.13,9.77,0
2.27,5011.0,0.74,-0.08,2.63,0
2.317,4908.0,0.769,-0.13,9.77,0
2.35,5011.0,0.74,-0.08,2.63,0
2.473,4908.0,0.769,-0.13,9.77,0
2.908,5559.0,0.919,0.23,0.95,0
3.0,5514.0,0.95,0.12,6.61,0
2.719,5559.0,0.919,0.23,0.95,0
2.79,5514.0,0.95,0.12,6.61,0
2.13,5532.0,0.89,-0.04,4.17,0
2.15,5532.0,0.89,-0.04,4.17,0
1.553,4786.0,0.739,0.27,2.57,0
1.51,4736.0,0.73,0.11,3.02,0
3.1,4736.0,0.73,0.11,3.02,0
3.155,4786.0,0.739,0.27,2.57,0
5.51,6121.0,1.2,-0.11,4.17,0
5.496,6088.0,1.211,-0.09,5.25,0
5.204,6088.0,1.211,-0.09,5.25,0
5.06,6121.0,1.2,-0.11,4.17,0
4.21,6121.0,1.2,-0.11,4.17,0
4.23,6088.0,1.211,-0.09,5.25,0
1.189,5451.0,0.839,-0.12,5.89,0
1.25,5551.0,0.88,-0.07,4.47,0
3.46,5551.0,0.88,-0.07,4.47,0
3.273,5451.0,0.839,-0.12,5.89,0
2.336,5451.0,0.839,-0.12,5.89,0
2.5,5551.0,0.88,-0.07,4.47,0
1.6,6009.0,1.13,-0.01,4.17,0
1.659,5897.0,1.139,-0.03,6.61,0
1.48,6009.0,1.13,-0.01,4.17,0
1.544,5897.0,1.139,-0.03,6.61,0
2.116,5897.0,1.139,-0.03,6.61,0
1.04,6223.0,1.19,0.14,1.48,0
1.463,6224.0,1.661,0.15,2.88,0
3.642,6224.0,1.661,0.15,2.88,0
2.6,6223.0,1.19,0.14,1.48,0
2.682,5709.0,1.507,0.26,7.08,0
2.43,5804.0,1.39,0.16,6.61,0
2.393,5709.0,1.507,0.26,7.08,0
2.27,5804.0,1.39,0.16,6.61,0
0.78,5440.0,0.876,0.38,0.98,0
0.76,5421.0,0.87,0.16,2.4,0
2.767,5440.0,0.876,0.38,0.98,0
2.75,5421.0,0.87,0.16,2.4,0
4.47,5842.0,1.0,-0.12,4.9,0
4.564,5683.0,1.024,-0.27,12.3,0
4.325,5683.0,1.024,-0.27,12.3,0
4.24,5842.0,1.0,-0.12,4.9,0
1.3,4268.0,0.6,-0.23,3.31,0
1.43,4268.0,0.6,-0.23,3.31,0
2.4,5805.0,1.05,0.13,3.72,0
2.04,5805.0,1.05,0.13,3.72,0
3.893,5873.0,0.972,0.33,0.95,0
3.8,5708.0,0.94,0.13,1.62,0
3.034,5873.0,0.972,0.33,0.95,0
2.98,5708.0,0.94,0.13,1.62,0
1.526,5599.0,0.84,0.06,1.07,0
1.69,5613.0,0.92,0.01,3.55,0
2.69,5613.0,0.92,0.01,3.55,0
2.456,5599.0,0.84,0.06,1.07,0
2.29,5613.0,0.92,0.01,3.55,0
2.148,5599.0,0.84,0.06,1.07,0
2.2,3793.0,0.53,-0.01,2.0,0
2.25,3903.0,0.54,-0.07,2.69,0
2.37,3903.0,0.54,-0.07,2.69,0
2.0,3793.0,0.53,-0.01,2.0,0
2.5,3903.0,0.54,-0.07,2.69,0
2.7,3793.0,0.53,-0.01,2.0,0
1.42,3903.0,0.54,-0.07,2.69,0
1.5,3793.0,0.53,-0.01,2.0,0
2.01,3903.0,0.54,-0.07,2.69,0
0.81,3793.0,0.53,-0.01,2.0,0
1.258,6134.0,1.246,-0.06,4.68,0
1.5,6453.0,1.53,0.05,2.14,0
1.687,6134.0,1.246,-0.06,4.68,0
1.97,6453.0,1.53,0.05,2.14,0
1.59,5780.0,0.97,0.08,2.09,0
1.652,5741.0,0.988,0.12,2.45,0
2.01,5780.0,0.97,0.08,2.09,0
2.073,5741.0,0.988,0.12,2.45,0
0.937,5414.0,0.805,0.12,1.1,0
1.05,5436.0,0.88,0.05,4.68,0
1.72,5436.0,0.88,0.05,4.68,0
1.549,5414.0,0.805,0.12,1.1,0
1.348,5935.0,1.092,-0.16,7.24,0
1.381,6004.0,1.12,-0.14,5.4,0
1.34,6076.0,1.12,-0.03,3.02,0
1.533,5935.0,1.092,-0.16,7.24,0
1.57,6004.0,1.12,-0.14,5.4,0
1.58,6076.0,1.12,-0.03,3.02,0
1.15,5233.0,0.835,0.18,3.39,0
1.17,5255.0,0.83,0.03,5.37,0
3.374,5233.0,0.835,0.18,3.39,0
3.34,5255.0,0.83,0.03,5.37,0
1.577,5233.0,0.835,0.18,3.39,0
2.427,5541.0,0.81,0.02,0.93,0
2.6,5535.0,0.88,-0.05,4.17,0
2.744,5541.0,0.81,0.02,0.93,0
2.97,5535.0,0.88,-0.05,4.17,0
2.482,5541.0,0.81,0.02,0.93,0
2.69,5535.0,0.88,-0.05,4.17,0
1.31,5148.0,0.8,0.04,4.68,0
1.743,5184.0,1.089,0.21,13.18,0
1.4,5148.0,0.8,0.04,4.68,0
1.905,5184.0,1.089,0.21,13.18,0
1.658,5184.0,1.089,0.21,13.18,0
1.22,5148.0,0.8,0.04,4.68,0
1.44,3920.0,0.55,-0.07,3.02,0
1.38,3920.0,0.55,-0.07,3.02,0
1.92,3920.0,0.55,-0.07,3.02,0
4.26,6299.0,1.36,0.08,2.57,0
6.65,6299.0,1.36,0.08,2.57,1
1.46,4221.0,0.56,-0.44,3.47,0
2.25,4221.0,0.56,-0.44,3.47,0
1.467,5947.0,1.609,0.14,4.79,0
1.32,6018.0,1.52,0.09,4.37,0
1.74,5904.0,1.82,0.025,4.27,0
2.546,5947.0,1.609,0.14,4.79,0
2.33,6018.0,1.52,0.09,4.37,0
3.2,5904.0,1.82,0.025,4.27,0
5.35,5904.0,1.82,0.025,4.27,0
4.529,5947.0,1.609,0.14,4.79,0
4.32,6018.0,1.52,0.09,4.37,0
4.02,5904.0,1.82,0.025,4.27,0
3.2,6018.0,1.52,0.09,4.37,0
3.483,5947.0,1.609,0.14,4.79,0
3.58,6018.0,1.52,0.09,4.37,0
4.46,5904.0,1.82,0.025,4.27,0
3.939,5947.0,1.609,0.14,4.79,0
1.37,5028.0,0.779,0.16,3.47,0
1.32,5033.0,0.76,-0.1,5.13,0
2.23,5033.0,0.76,-0.1,5.13,0
2.308,5028.0,0.779,0.16,3.47,0
2.67,4631.0,0.7,0.03,3.24,0
2.76,4631.0,0.7,0.03,3.24,0
2.6,4631.0,0.7,0.03,3.24,0
1.21,5008.0,0.74,-0.1,2.82,0
1.158,4955.0,0.688,-0.13,3.16,0
1.13,5008.0,0.74,-0.1,2.82,0
1.035,4955.0,0.688,-0.13,3.16,0
1.125,4955.0,0.688,-0.13,3.16,0
1.21,5008.0,0.74,-0.1,2.82,0
1.57,4347.0,0.63,-0.14,3.24,0
1.3,4347.0,0.63,-0.14,3.24,0
1.026,5866.0,0.999,0.01,2.75,0
1.09,5958.0,1.11,0.03,4.07,0
1.58,5958.0,1.11,0.03,4.07,0
1.374,5866.0,0.999,0.01,2.75,0
1.394,5866.0,0.999,0.01,2.75,0
1.58,5958.0,1.11,0.03,4.07,0
3.198,6000.0,1.768,0.34,3.09,0
3.11,5932.0,1.68,0.18,4.37,0
2.7,5932.0,1.68,0.18,4.37,0
2.81,6000.0,1.768,0.34,3.09,0
1.06,5911.0,1.21,0.12,4.9,0
1.99,5911.0,1.21,0.12,4.9,0
2.38,5911.0,1.21,0.12,4.9,0
1.644,5634.0,1.796,0.07,7.94,0
1.16,5763.0,1.38,0.11,7.59,0
1.65,5763.0,1.38,0.11,7.59,0
2.237,5634.0,1.796,0.07,7.94,0
2.492,5898.0,1.752,-0.01,6.46,0
2.52,5999.0,1.78,0.02,4.79,0
2.394,5898.0,1.752,-0.01,6.46,0
2.53,5999.0,1.78,0.02,4.79,0
2.92,5999.0,1.78,0.02,4.79,0
2.829,5898.0,1.752,-0.01,6.46,0
1.75,5999.0,1.78,0.02,4.79,0
1.767,5898.0,1.752,-0.01,6.46,0
1.381,5446.0,0.766,0.0,0.98,0
1.68,5571.0,0.9,-0.01,4.37,0
1.117,5446.0,0.766,0.0,0.98,0
1.29,5571.0,0.9,-0.01,4.37,0
1.28,5571.0,0.9,-0.01,4.37,0
1.1,5446.0,0.766,0.0,0.98,0
2.94,7115.0,2.08,0.06,1.29,0
3.63,7115.0,2.08,0.06,1.29,0
1.08,5755.0,0.99,0.03,4.68,0
1.35,5722.0,1.185,0.07,9.12,0
1.73,5755.0,0.99,0.03,4.68,0
2.04,5722.0,1.185,0.07,9.12,0
1.95,5755.0,0.99,0.03,4.68,0
2.306,5722.0,1.185,0.07,9.12,0
2.36,5755.0,0.99,0.03,4.68,0
2.867,5722.0,1.185,0.07,9.12,0
2.05,6366.0,1.34,0.12,2.04,0
2.103,6272.0,1.363,0.1,2.82,0
1.843,6272.0,1.363,0.1,2.82,0
1.76,6366.0,1.34,0.12,2.04,0
2.679,6272.0,1.363,0.1,2.82,0
2.65,6366.0,1.34,0.12,2.04,0
0.963,6272.0,1.363,0.1,2.82,0
0.88,6366.0,1.34,0.12,2.04,0
2.27,5860.0,1.3,0.12,6.03,0
2.062,5781.0,1.21,0.18,6.46,0
1.767,5781.0,1.21,0.18,6.46,0
1.87,5860.0,1.3,0.12,6.03,0
2.45,5535.0,0.9,0.03,4.68,0
2.372,5459.0,0.86,0.08,2.51,0
2.861,5459.0,0.86,0.08,2.51,0
2.95,5535.0,0.9,0.03,4.68,0
0.81,4515.0,0.68,-0.02,2.75,0
1.33,4515.0,0.68,-0.02,2.75,0
2.359,5511.0,0.87,0.1,2.4,0
2.52,5640.0,0.92,0.0,3.98,0
3.06,5640.0,0.92,0.0,3.98,0
2.871,5511.0,0.87,0.1,2.4,0
2.08,5892.0,1.06,0.04,3.89,0
2.865,5704.0,1.437,-0.14,11.75,0
2.368,5704.0,1.437,-0.14,11.75,0
1.72,5892.0,1.06,0.04,3.89,0
2.475,5704.0,1.437,-0.14,11.75,0
1.459,6421.0,1.296,-0.03,2.29,0
1.52,6412.0,1.39,0.07,2.29,0
1.171,6421.0,1.296,-0.03,2.29,0
1.22,6412.0,1.39,0.07,2.29,0
2.002,5884.0,0.966,0.21,0.55,0
2.48,6111.0,1.2,0.03,3.09,0
2.61,6111.0,1.2,0.03,3.09,0
2.087,5884.0,0.966,0.21,0.55,0
1.64,6222.0,1.36,0.01,3.24,0
2.67,6222.0,1.36,0.01,3.24,0
2.68,6222.0,1.36,0.01,3.24,0
2.54,5225.0,0.78,-0.16,4.9,0
3.06,5225.0,0.78,-0.16,4.9,0
2.72,5225.0,0.78,-0.16,4.9,0
0.859,5224.0,0.726,-0.11,1.7,0
0.96,5279.0,0.8,-0.07,3.47,0
1.31,5279.0,0.8,-0.07,3.47,0
1.212,5224.0,0.726,-0.11,1.7,0
0.64,5224.0,0.726,-0.11,1.7,0
1.16,3985.0,0.56,-0.12,3.39,0
1.89,3985.0,0.56,-0.12,3.39,0
1.98,4634.0,0.7,-0.03,5.25,0
1.29,4634.0,0.7,-0.03,5.25,0
1.45,4634.0,0.7,-0.03,5.25,0
1.696,5769.0,1.173,-0.06,10.0,0
1.4,5823.0,0.98,-0.06,3.72,0
3.189,5769.0,1.173,-0.06,10.0,0
2.67,5823.0,0.98,-0.06,3.72,0
1.54,6182.0,1.28,0.02,3.24,0
1.665,6140.0,1.417,0.05,4.17,0
2.097,6140.0,1.417,0.05,4.17,0
1.95,6182.0,1.28,0.02,3.24,0
1.644,4935.0,0.711,0.06,2.14,0
1.77,5029.0,0.77,0.01,4.47,0
2.36,5029.0,0.77,0.01,4.47,0
2.163,4935.0,0.711,0.06,2.14,0
2.932,4935.0,0.711,0.06,2.14,0
3.19,5029.0,0.77,0.01,4.47,0
2.77,5571.0,0.91,0.02,5.01,0
3.28,5571.0,0.91,0.02,5.01,0
3.084,5585.0,0.835,-0.29,6.31,0
4.37,6090.0,1.19,0.08,3.02,0
5.94,6090.0,1.19,0.08,3.02,0
4.143,5585.0,0.835,-0.29,6.31,0
24.437,5585.0,0.835,-0.29,6.31,1
34.82,6090.0,1.19,0.08,3.02,1
1.47,5940.0,1.68,-0.15,4.79,0
1.486,5979.0,1.634,-0.18,7.41,0
1.486,5911.0,1.626,-0.2,6.8,0
3.962,5979.0,1.634,-0.18,7.41,0
4.04,5940.0,1.68,-0.15,4.79,0
3.679,5911.0,1.626,-0.2,6.8,0
1.4,5631.0,0.92,-0.02,4.17,0
1.415,5604.0,0.9,0.15,1.41,0
1.844,5604.0,0.9,0.15,1.41,0
1.9,5631.0,0.92,-0.02,4.17,0
1.615,6145.0,1.472,0.04,3.89,0
1.38,6210.0,1.27,0.0,3.16,0
2.35,6210.0,1.27,0.0,3.16,0
2.806,6145.0,1.472,0.04,3.89,0
1.606,5626.0,1.384,-0.12,12.88,0
1.0,5528.0,0.83,-0.23,4.27,0
3.204,5626.0,1.384,-0.12,12.88,0
1.91,5528.0,0.83,-0.23,4.27,0
1.295,5648.0,1.583,0.44,5.5,0
1.0,5681.0,1.29,0.37,5.25,0
1.41,5681.0,1.29,0.37,5.25,0
1.753,5648.0,1.583,0.44,5.5,0
1.83,5681.0,1.29,0.37,5.25,0
2.221,5648.0,1.583,0.44,5.5,0
1.599,6090.0,1.293,-0.04,5.25,0
1.64,6177.0,1.38,0.03,3.47,0
2.194,6090.0,1.293,-0.04,5.25,0
2.4,6177.0,1.38,0.03,3.47,0
1.79,5812.0,1.03,0.06,4.27,0
1.55,5812.0,1.03,0.06,4.27,0
1.58,6007.0,1.11,0.01,3.39,0
2.496,5938.0,1.739,-0.06,6.61,0
1.95,6007.0,1.11,0.01,3.39,0
3.009,5938.0,1.739,-0.06,6.61,0
1.21,4907.0,0.74,0.0,2.29,0
1.124,4859.0,0.699,0.11,1.66,0
1.323,4859.0,0.699,0.11,1.66,0
1.37,4907.0,0.74,0.0,2.29,0
3.417,5459.0,2.086,0.13,6.46,0
2.18,5562.0,1.33,0.09,10.47,0
3.961,5459.0,2.086,0.13,6.46,0
2.65,5562.0,1.33,0.09,10.47,0
1.15,3711.0,0.48,-0.09,4.17,0
1.52,3711.0,0.48,-0.09,4.17,0
0.276,5348.0,0.786,-0.25,8.32,0
0.32,5417.0,0.77,-0.32,5.66,0
0.303,5417.0,0.77,-0.32,6.0,0
0.3098,5357.0,0.789,-0.36,7.6,0
0.742,5417.0,0.77,-0.32,6.0,0
0.755,5357.0,0.789,-0.36,7.6,0
0.75,5417.0,0.77,-0.32,5.66,0
0.718,5348.0,0.786,-0.25,8.32,0
0.68,5374.0,0.78,-0.25,3.8,0
1.86,5374.0,0.78,-0.25,3.8,0
1.91,5348.0,0.786,-0.25,8.32,0
1.94,5417.0,0.77,-0.32,5.66,0
2.03,5357.0,0.789,-0.36,7.6,0
1.99,5417.0,0.77,-0.32,6.0,0
1.47,5702.0,0.96,0.03,4.47,0
1.526,5649.0,1.029,0.12,6.03,0
2.1,5702.0,0.96,0.03,4.47,0
2.249,5649.0,1.029,0.12,6.03,0
1.76,5759.0,0.95,-0.2,5.5,0
2.303,5710.0,1.258,-0.21,12.88,0
2.105,5710.0,1.258,-0.21,12.88,0
1.54,5759.0,0.95,-0.2,5.5,0
1.42,6146.0,1.18,-0.02,3.09,0
1.534,6121.0,1.249,-0.13,5.62,0
2.45,6146.0,1.18,-0.02,3.09,0
2.65,6121.0,1.249,-0.13,5.62,0
2.618,6121.0,1.249,-0.13,5.62,0
2.42,6146.0,1.18,-0.02,3.09,0
2.179,5602.0,1.326,0.14,10.96,0
1.47,5595.0,0.9,-0.04,4.17,0
1.812,5602.0,1.326,0.14,10.96,0
1.28,5595.0,0.9,-0.04,4.17,0
1.55,5730.0,1.341,0.15,8.51,0
1.27,5898.0,1.05,0.03,3.89,0
1.627,5730.0,1.341,0.15,8.51,0
1.26,5898.0,1.05,0.03,3.89,0
1.91,5730.0,1.341,0.15,8.51,0
1.49,5898.0,1.05,0.03,3.89,0
1.6,5543.0,0.86,-0.13,4.17,0
1.624,5483.0,0.871,-0.04,4.9,0
3.025,5483.0,0.871,-0.04,4.9,0
3.02,5543.0,0.86,-0.13,4.17,0
1.06,5911.0,1.24,0.02,5.89,0
1.262,5846.0,1.419,-0.12,9.55,0
2.281,5846.0,1.419,-0.12,9.55,0
2.02,5911.0,1.24,0.02,5.89,0
1.5,5978.0,1.14,0.01,4.37,0
1.491,5924.0,1.172,0.05,5.5,0
2.025,5924.0,1.172,0.05,5.5,0
2.0,5978.0,1.14,0.01,4.37,0
0.95,4749.0,0.72,0.05,3.24,0
0.71,4749.0,0.72,0.05,3.24,0
1.63,6116.0,1.25,0.06,3.47,0
1.611,6060.0,1.271,0.09,4.17,0
2.363,6060.0,1.271,0.09,4.17,0
2.32,6116.0,1.25,0.06,3.47,0
4.3,5623.0,1.752,-0.11,10.0,0
1.22,6031.0,1.247,-0.16,7.24,0
1.12,6062.0,1.14,-0.06,4.07,0
1.416,6031.0,1.247,-0.16,7.24,0
1.26,6062.0,1.14,-0.06,4.07,0
0.919,6346.0,1.449,-0.16,3.98,0
1.31,6337.0,2.02,0.04,2.57,0
1.32,6337.0,2.02,0.04,2.57,0
0.992,6346.0,1.449,-0.16,3.98,0
0.923,6346.0,1.449,-0.16,3.98,0
1.3,5443.0,0.85,-0.1,4.37,0
1.793,5720.0,1.146,0.13,7.08,0
1.48,5443.0,0.85,-0.1,4.37,0
2.053,5720.0,1.146,0.13,7.08,0
1.39,4726.0,0.71,-0.05,3.63,0
1.39,4726.0,0.71,-0.05,3.63,0
1.21,5688.0,1.01,0.01,6.92,0
1.986,5541.0,1.617,-0.29,12.88,0
2.139,5541.0,1.617,-0.29,12.88,0
1.34,5688.0,1.01,0.01,6.92,0
3.029,5837.0,1.09,0.01,6.03,0
3.21,6091.0,1.19,0.04,3.31,0
3.124,5837.0,1.09,0.01,6.03,0
3.37,6091.0,1.19,0.04,3.31,0
2.325,5837.0,1.09,0.01,6.03,0
1.38,5058.0,0.814,0.07,7.41,0
1.36,5098.0,0.78,-0.02,4.68,0
1.87,5098.0,0.78,-0.02,4.68,0
1.939,5058.0,0.814,0.07,7.41,0
1.144,5789.0,1.124,-0.3,12.59,0
0.98,5888.0,1.0,-0.23,5.5,0
1.128,5789.0,1.124,-0.3,12.59,0
0.98,5888.0,1.0,-0.23,5.5,0
0.98,4584.0,0.69,0.0,3.98,0
1.05,4584.0,0.69,0.0,3.98,0
1.331,5072.0,0.662,-0.1,1.86,0
1.57,5205.0,0.8,-0.06,4.68,0
1.48,5205.0,0.8,-0.06,4.68,0
1.223,5072.0,0.662,-0.1,1.86,0
13.9,6350.0,1.4,0.1,2.1,1
13.68,6260.0,1.39,-0.29,4.4,1
12.240228,6260.0,1.225,-0.29,4.4,1
13.82,6347.0,1.42,-0.06,3.02,1
13.89916,6350.0,1.4,0.1,2.1,1
0.822,5128.0,0.813,-0.11,10.96,0
0.79,5270.0,0.8,-0.06,3.24,0
0.87,5270.0,0.8,-0.06,3.24,0
0.852,5128.0,0.813,-0.11,10.96,0
2.5,5038.0,2.879,0.04,4.365,0
2.9,5111.0,3.33,-0.07,9.33,0
2.319,5090.0,2.691,0.15,3.98,0
4.15,5111.0,3.33,-0.07,9.33,0
2.499,5090.0,2.691,0.15,3.98,0
2.88,5038.0,2.879,0.04,4.365,0
0.99,6001.0,1.14,-0.02,4.37,0
0.968,5951.0,1.141,-0.35,10.72,0
1.067,5951.0,1.141,-0.35,10.72,0
1.13,6001.0,1.14,-0.02,4.37,0
1.31,6314.0,1.34,-0.01,2.88,0
1.414,6330.0,1.5,0.05,2.82,0
1.17,6314.0,1.34,-0.01,2.88,0
1.311,6330.0,1.5,0.05,2.82,0
1.478,5871.0,0.993,-0.3,8.91,0
1.84,6122.0,1.21,0.02,3.24,0
1.82,6122.0,1.21,0.02,3.24,0
1.562,5871.0,0.993,-0.3,8.91,0
1.293,5871.0,0.993,-0.3,8.91,0
1.11,3976.0,0.56,-0.07,3.31,0
1.186,3931.0,0.549,-0.02,1.6,0
1.78,3976.0,0.56,-0.07,3.31,0
1.336,3931.0,0.549,-0.02,1.6,0
2.955,5656.0,0.897,0.18,0.62,0
3.11,5651.0,0.95,0.04,4.37,0
5.38,5651.0,0.95,0.04,4.37,0
5.142,5656.0,0.897,0.18,0.62,0
1.98,5231.0,0.76,-0.24,5.25,0
6.35,5231.0,0.76,-0.24,5.25,1
1.03,4557.0,0.67,-0.06,2.34,0
1.03,4557.0,0.67,-0.06,2.34,0
0.88,4557.0,0.67,-0.06,2.34,0
1.42,5682.0,0.94,-0.07,3.98,0
2.15,5682.0,0.94,-0.07,3.98,0
2.66,5682.0,0.94,-0.07,3.98,0
4.23,5871.0,1.55,0.11,6.76,0
4.076,5827.0,1.509,0.18,6.03,0
4.002,5857.0,1.487,0.17,4.5,0
4.124912,5857.0,1.48,0.17,5.3,0
16.14096,6510.0,2.48,0.1,0.8,1
14.23543,6510.0,2.24,0.1,2.1,1
13.62,6354.0,2.15,0.09,2.45,1
13.11,6510.0,2.13,0.1,2.8,1
16.14096,6510.0,2.48,0.1,0.8,1
1.59,5980.0,1.12,0.04,3.63,0
1.46,5980.0,1.12,0.04,3.63,0
1.69,6184.0,1.29,0.02,3.39,0
2.205,6045.0,1.689,0.0,5.01,0
3.032,6045.0,1.689,0.0,5.01,0
2.26,6184.0,1.29,0.02,3.39,0
2.909,6045.0,1.689,0.0,5.01,0
2.27,6184.0,1.29,0.02,3.39,0
1.37,6199.0,1.24,-0.03,3.31,0
1.134,6119.0,1.09,-0.06,2.51,0
1.63,6199.0,1.24,-0.03,3.31,0
1.433,6119.0,1.09,-0.06,2.51,0
1.22,6199.0,1.24,-0.03,3.31,0
1.13,6119.0,1.09,-0.06,2.51,0
1.63,6199.0,1.24,-0.03,3.31,0
1.425,6119.0,1.09,-0.06,2.51,0
1.774,6094.0,1.803,0.09,3.55,0
1.42,6209.0,1.45,0.16,3.09,0
2.324,6094.0,1.803,0.09,3.55,0
1.89,6209.0,1.45,0.16,3.09,0
1.764,6094.0,1.803,0.09,3.55,0
1.42,6209.0,1.45,0.16,3.09,0
1.062,5326.0,0.771,-0.03,1.35,0
1.462,5326.0,0.771,-0.03,1.35,0
2.4,5525.0,0.88,-0.03,4.68,0
2.051,5461.0,0.763,-0.06,2.09,0
3.84,5525.0,0.88,-0.03,4.68,0
3.327,5461.0,0.763,-0.06,2.09,0
1.451,5656.0,1.066,0.28,4.27,0
1.27,5720.0,0.97,0.17,2.14,0
1.43,5538.0,1.07,0.18,5.84,0
0.74,5720.0,0.97,0.17,2.14,0
0.85,5538.0,1.07,0.18,5.84,0
0.834,5656.0,1.066,0.28,4.27,0
1.161,5556.0,1.022,0.41,2.88,0
1.07,5476.0,1.01,0.33,7.47,0
0.82,6104.0,1.23,-0.2,6.68,0
0.71,6089.0,1.25,-0.15,6.31,0
0.67,6192.0,1.23,-0.13,4.27,0
0.98,5499.0,0.9,0.07,5.01,0
1.19,5460.0,0.89,0.08,6.8,0
0.981,5416.0,0.896,0.12,3.98,0
1.199,5421.0,0.897,0.05,5.8,0
10.5,5730.0,0.97,0.01,4.37,1
9.98,5620.0,1.02,0.29,0.65,1
9.550068,5660.0,0.939,-0.09,6.2,1
14.45961,5750.0,1.29,0.38,4.4,1
14.46,5750.0,1.29,0.38,4.4,1
2.5,6341.0,1.35,0.01,2.82,0
2.838,6273.0,1.352,0.01,2.76,0
1.88,4906.0,0.75,0.05,2.69,0
1.866,4961.0,0.738,0.21,0.98,0
3.238,4961.0,0.738,0.21,0.98,0
3.27,4906.0,0.75,0.05,2.69,0
3.376,4961.0,0.738,0.21,0.98,0
14.852,5750.0,1.287,0.27,5.1,1
13.5,5858.0,1.21,0.18,5.37,1
14.851925,5750.0,1.287,0.27,5.1,1
2.026,5567.0,0.875,0.18,1.55,0
2.16,5580.0,0.94,0.05,5.5,0
2.98,5580.0,0.94,0.05,5.5,0
2.771,5567.0,0.875,0.18,1.55,0
1.75,4586.0,0.7,0.01,4.9,0
2.81,4586.0,0.7,0.01,4.9,0
2.426,5718.0,0.995,0.12,2.69,0
2.45,5758.0,1.02,0.07,4.9,0
2.45,5758.0,1.02,0.07,4.9,0
2.352,5718.0,0.995,0.12,2.69,0
1.556,5718.0,0.995,0.12,2.69,0
2.43,5177.0,0.8,-0.02,4.9,0
2.69,5177.0,0.8,-0.02,4.9,0
13.45,5820.0,1.09,-0.05,7.0,1
10.33,5916.0,1.09,0.01,4.47,1
10.194,5848.0,1.077,0.15,2.75,1
4.903,5848.0,1.077,0.15,2.75,0
10.76064,6430.0,1.75,0.176,2.8,1
39.505,6383.0,1.819,0.17,2.14,1
34.09,6460.0,1.59,0.41,1.29,1
1.24,3169.0,0.24,0.38,5.13,0
0.78,3068.0,0.17,-0.33,4.5,0
0.73,3068.0,0.17,-0.33,4.5,0
0.57,3068.0,0.17,-0.33,4.5,0
0.96,3169.0,0.24,0.38,5.13,0
4.583,5224.0,0.827,-0.23,12.3,0
4.16,5308.0,0.757,-0.25,4.0,0
12.89035,5972.0,1.24,0.23,3.4,1
12.847,5891.0,1.252,0.21,4.68,1
12.35,5954.0,1.21,0.15,4.27,1
14.75,5922.0,1.08,0.05,3.8,1
