pl_rade,st_teff,st_rad,st_met,st_age,is_gas_giant
2.41,5069.0,0.76,-0.09,4.9,0
2.56,7044.0,1.95,-0.01,1.35,0
3.2,5558.0,0.89,-0.04,4.37,0
0.89,5252.0,0.82,0.0,4.79,0
0.854,5076.0,0.771,0.17,1.74,0
1.59,5936.0,1.04,-0.04,3.55,0
2.99,5453.0,0.86,-0.04,4.17,0
2.45,5844.0,1.02,-0.01,3.8,0
1.9,5712.0,0.97,0.02,4.47,0
1.07,4990.0,0.75,-0.05,4.68,0
1.32,5212.0,0.81,-0.03,4.9,0
1.196,5133.0,0.737,-0.12,3.31,0
1.41,5234.0,0.81,-0.01,4.68,0
5.94,5234.0,0.81,-0.01,4.68,0
1.99,6077.0,1.14,0.0,3.09,0
1.57,6176.0,1.3,0.03,3.24,0
2.41,5924.0,1.05,0.01,3.39,0
2.82,5765.0,0.99,0.04,4.27,0
2.68,5983.0,1.07,-0.04,3.55,0
1.33,5622.0,0.87,-0.04,1.55,0
2.23,5635.0,0.93,0.0,4.47,0
2.61,5975.0,1.09,-0.01,3.39,0
2.08,5913.0,1.06,0.0,4.17,0
1.77,6012.0,1.16,0.08,3.39,0
4.48,5825.0,1.03,0.01,3.63,0
1.12,5825.0,1.03,0.01,3.63,0
1.33,4730.0,0.72,-0.02,3.98,0
1.51,5308.0,0.81,-0.08,4.57,0
2.36,5438.0,0.83,-0.16,4.47,0
1.32,5908.0,1.21,0.12,5.01,0
1.494,5851.0,1.381,0.09,7.08,0
1.51,5590.0,0.92,0.0,4.79,0
2.08,4965.0,0.71,-0.25,4.47,0
2.23,5756.0,0.97,0.0,3.98,0
1.25,4708.0,0.72,0.06,2.69,0
1.209,4762.0,0.673,0.17,1.29,0
1.47,5517.0,0.9,0.03,4.68,0
1.15,5889.0,1.17,-0.27,7.76,0
1.298,5843.0,1.268,-0.38,12.59,0
18.999255,5950.0,1.483,0.07,4.0,1
18.999,5947.0,1.483,0.07,4.0,1
19.122554,5947.0,1.49,0.07,5.3,1
17.13,6007.0,1.33,0.06,4.79,1
19.38,5926.0,1.504,0.03,6.76,1
2.45,4641.0,0.68,-0.12,3.63,0
1.93,4641.0,0.68,-0.12,3.63,0
1.06,4612.0,0.7,0.04,3.02,0
2.29,6177.0,1.24,0.03,2.95,0
2.94,5834.0,1.04,0.06,4.17,0
1.06,4105.0,0.61,0.01,3.47,0
3.05,5825.0,1.03,0.06,4.27,0
1.41,5226.0,0.81,-0.04,4.9,0
1.64,4877.0,0.75,0.07,3.55,0
1.62,5909.0,1.06,0.05,3.63,0
2.32,5001.0,0.76,-0.03,4.47,0
1.336,6150.0,1.248,0.0,3.8,0
1.51,6210.0,1.38,0.12,3.09,0
2.78,5354.0,0.82,-0.08,4.47,0
3.06,5354.0,0.82,-0.08,4.47,0
1.7,5568.0,0.92,0.04,5.13,0
3.089,5787.0,1.113,0.1,5.5,0
2.55,5705.0,0.94,-0.08,4.17,0
2.14,6051.0,1.15,0.03,3.24,0
1.346,5941.0,1.437,-0.08,7.94,0
1.19,6050.0,1.21,0.13,3.47,0
2.36,5130.0,0.8,0.05,4.68,0
1.22,5616.0,0.93,0.01,4.79,0
1.39,5743.0,0.98,0.03,4.07,0
1.99,5905.0,1.08,0.07,3.8,0
1.44,5986.0,1.1,-0.02,3.8,0
1.751,5832.0,1.387,-0.06,9.33,0
2.977,6003.0,2.672,0.14,2.82,0
2.12,5944.0,1.94,0.05,4.37,0
2.26,6076.0,1.15,-0.06,3.89,0
2.402,5917.0,1.239,-0.08,7.94,0
5.62,6076.0,1.15,-0.06,3.89,0
6.081,5917.0,1.239,-0.08,7.94,1
1.979,5917.0,1.239,-0.08,7.94,0
1.89,6076.0,1.15,-0.06,3.89,0
2.525,5917.0,1.239,-0.08,7.94,0
2.38,6076.0,1.15,-0.06,3.89,0
2.368,5917.0,1.239,-0.08,7.94,0
2.15,6076.0,1.15,-0.06,3.89,0
1.52,5842.0,0.99,-0.04,3.63,0
1.88,5194.0,0.82,0.09,4.57,0
0.759,5066.0,0.742,-0.06,3.16,0
0.79,5239.0,0.8,-0.04,4.37,0
1.22,4870.0,0.75,0.04,3.63,0
1.248,6125.0,1.181,0.14,1.45,0
1.33,6155.0,1.22,0.14,2.34,0
1.82,6140.0,1.19,0.01,3.02,0
1.45,5923.0,1.02,-0.08,3.72,0
2.066,6000.0,1.46,0.2,4.07,0
2.204,5485.0,0.915,-0.07,9.55,0
2.29,5747.0,0.95,-0.04,4.17,0
1.484,4767.0,0.727,-0.61,12.3,0
1.54,5063.0,0.74,-0.18,5.13,0
1.34,3577.0,0.45,0.16,1.5,0
1.4,3784.0,0.51,-0.06,3.72,0
2.78,6147.0,1.21,-0.03,3.55,0
3.026,6154.0,1.318,-0.08,5.01,0
1.575,6154.0,1.318,-0.08,5.01,0
1.46,6147.0,1.21,-0.03,3.55,0
2.71,5961.0,1.08,0.01,3.47,0
1.42,5778.0,1.0,0.06,4.17,0
1.659,5214.0,0.773,-0.02,2.63,0
1.93,5471.0,0.89,0.06,4.79,0
2.6,6198.0,1.25,0.02,2.88,0
2.81,4967.0,0.76,0.01,4.37,0
0.779,5327.0,0.929,0.08,10.72,0
0.79,5541.0,0.9,0.01,4.57,0
2.14,5337.0,0.82,-0.09,4.07,0
2.86,5472.0,0.9,0.12,4.57,0
1.93,6386.0,1.48,0.05,2.14,0
2.9,6564.0,1.57,0.22,1.62,0
0.916,4960.0,0.748,-0.46,12.88,0
0.8,5133.0,0.67,-0.46,1.82,0
2.27,5133.0,0.67,-0.46,1.82,0
2.502,4960.0,0.748,-0.46,12.88,0
1.433,4960.0,0.748,-0.46,12.88,0
1.32,5133.0,0.67,-0.46,1.82,0
1.15,5682.0,0.96,0.04,4.07,0
1.578,5670.0,1.317,0.33,7.08,0
2.63,5261.0,0.8,-0.09,4.68,0
2.26,4895.0,0.74,-0.05,5.62,0
1.75,5667.0,0.94,0.01,4.37,0
1.35,6680.0,1.77,0.05,1.7,0
1.44,5306.0,0.83,-0.01,4.57,0
1.44,5306.0,0.83,-0.01,4.57,0
1.36,4611.0,0.69,-0.03,3.89,0
2.33,5303.0,0.82,-0.05,4.68,0
1.18,6149.0,1.21,0.24,1.51,0
2.38,6202.0,1.28,0.06,2.82,0
2.67,3824.0,0.51,-0.14,3.8,0
0.83,3824.0,0.51,-0.14,3.8,0
1.92,5717.0,0.98,0.04,4.57,0
1.84,5545.0,0.89,-0.04,4.79,0
1.67,5949.0,1.09,0.03,3.89,0
1.826,5711.0,1.473,-0.33,12.59,0
1.33,5850.0,1.1,-0.14,7.08,0
1.55,4985.0,0.75,-0.1,5.62,0
1.3,4985.0,0.75,-0.1,5.62,0
1.31,4985.0,0.75,-0.1,5.62,0
2.32,6018.0,1.12,0.02,3.55,0
1.49,6129.0,1.36,0.05,3.72,0
1.547,5994.0,1.41,-0.01,6.46,0
1.52,5502.0,0.87,-0.09,4.37,0
0.997,5627.0,1.099,-0.33,13.49,0
0.86,5839.0,0.99,-0.07,3.89,0
1.43,5053.0,0.77,-0.07,5.25,0
1.579,6270.0,1.395,-0.16,4.57,0
1.47,6311.0,1.35,-0.07,3.39,0
1.608,6270.0,1.395,-0.16,4.57,0
1.62,6311.0,1.35,-0.07,3.39,0
2.51,6311.0,1.35,-0.07,3.39,0
2.538,6270.0,1.395,-0.16,4.57,0
1.77,5961.0,1.08,0.01,3.8,0
2.26,5006.0,0.77,0.03,4.47,0
1.82,5771.0,0.98,-0.02,4.27,0
1.14,5213.0,0.8,-0.03,4.9,0
1.18,5791.0,0.98,-0.02,4.17,0
1.113,5606.0,0.97,-0.08,9.12,0
1.35,4630.0,0.69,-0.1,5.25,0
2.58,5044.0,0.76,-0.07,5.13,0
2.453,4976.0,0.717,-0.24,7.24,0
1.466,4976.0,0.717,-0.24,7.24,0
3.01,6096.0,1.2,0.07,3.24,0
2.03,5904.0,1.09,0.05,4.27,0
1.63,5998.0,1.15,0.07,3.55,0
2.408,5937.0,1.732,0.15,4.27,0
1.5,6225.0,1.37,0.24,2.63,0
1.491,6125.0,1.383,0.24,2.69,0
2.459,6125.0,1.383,0.24,2.69,0
2.39,6225.0,1.37,0.24,2.63,0
2.54,6225.0,1.37,0.24,2.63,0
2.591,6125.0,1.383,0.24,2.69,0
3.32,5047.0,3.38,-0.02,4.37,0
3.113,5005.0,3.009,0.03,4.37,0
1.331,6099.0,1.147,0.02,2.69,0
1.48,6143.0,1.23,-0.01,3.63,0
2.37,5926.0,1.09,0.06,3.89,0
2.49,5566.0,0.91,0.03,4.47,0
1.42,6179.0,2.17,0.11,2.88,0
1.32,6198.0,2.157,0.17,2.34,0
1.48,6296.0,1.36,0.04,2.51,0
1.117,6145.0,1.106,-0.06,2.57,0
1.19,6188.0,1.21,-0.02,3.09,0
1.482,5478.0,0.855,-0.17,7.94,0
1.6,5578.0,0.92,-0.01,5.01,0
1.01,6074.0,1.16,0.02,3.31,0
1.231,6010.0,1.377,0.03,5.62,0
1.75,6221.0,1.33,0.06,2.82,0
2.454,6174.0,1.907,0.12,2.88,0
1.429,6081.0,1.66,-0.03,5.13,0
1.48,6136.0,1.7,0.0,4.07,0
1.422,6081.0,1.66,-0.03,5.13,0
1.48,6136.0,1.7,0.0,4.07,0
2.836,6137.0,1.943,-0.11,4.68,0
1.87,6227.0,1.32,0.04,2.82,0
1.64,5353.0,0.83,-0.04,4.37,0
1.55,5504.0,0.89,0.01,4.57,0
1.91,6175.0,1.25,0.04,2.88,0
1.21,5123.0,0.79,0.03,4.47,0
0.97,6170.0,1.28,0.16,2.75,0
1.192,6213.0,1.463,0.19,2.95,0
2.15,5753.0,0.98,0.03,4.17,0
1.54,5715.0,0.94,-0.05,4.07,0
1.12,6132.0,1.29,0.14,2.88,0
1.032,6431.0,1.223,0.03,0.98,0
1.52,6080.0,1.17,0.02,2.95,0
2.21,5533.0,1.56,0.33,8.91,0
2.4,5770.0,1.653,0.29,6.43,0
2.291,5808.0,1.636,0.26,5.01,0
2.21,5533.0,1.56,0.33,8.91,0
2.396,5808.0,1.636,0.26,5.01,0
2.52,5770.0,1.653,0.29,6.43,0
1.42,5660.0,0.93,-0.02,4.07,0
1.66,5216.0,0.8,-0.04,4.9,0
1.82,5556.0,0.93,0.08,4.68,0
1.314,6219.0,1.692,0.12,2.95,0
0.97,6241.0,1.28,0.0,2.82,0
3.19,5776.0,0.97,-0.03,3.98,0
1.55,5486.0,0.89,0.04,4.68,0
0.91,5359.0,0.83,-0.04,4.17,0
0.97,5818.0,0.99,-0.04,4.17,0
1.31,6339.0,2.0,0.13,2.57,0
1.494,6238.0,2.201,-0.02,2.69,0
2.98,5609.0,0.91,-0.01,4.37,0
1.04,5887.0,1.138,-0.16,9.12,0
1.03,6012.0,1.18,-0.14,5.89,0
2.95,6012.0,1.18,-0.14,5.89,0
2.877,5887.0,1.138,-0.16,9.12,0
1.379,5887.0,1.138,-0.16,9.12,0
1.41,6012.0,1.18,-0.14,5.89,0
1.484,6021.0,1.834,-0.15,6.03,0
1.37,6130.0,1.79,0.05,3.55,0
1.4,5188.0,0.81,0.01,4.9,0
1.43,5236.0,0.82,0.04,4.68,0
1.42,5771.0,1.0,0.04,4.47,0
2.29,5259.0,0.81,-0.05,4.68,0
1.88,5701.0,0.96,0.01,4.37,0
1.91,5727.0,0.97,0.0,4.57,0
2.47,5884.0,1.08,0.06,4.07,0
0.52,3468.0,0.34,-0.13,3.72,0
2.37,5235.0,0.8,-0.03,4.27,0
2.13,5811.0,1.03,0.1,3.72,0
2.41,5685.0,1.03,0.12,3.66,0
2.064,5787.0,0.999,0.19,1.02,0
0.806,5787.0,0.999,0.19,1.02,0
0.79,5811.0,1.03,0.1,3.72,0
0.84,5685.0,1.03,0.12,3.66,0
1.44,5549.0,0.88,-0.07,4.17,0
1.395,5463.0,0.869,-0.04,5.37,0
1.448,5754.0,1.687,0.1,7.59,0
1.24,5748.0,1.4,0.09,7.59,0
1.22,5748.0,1.4,0.09,7.59,0
1.434,5754.0,1.687,0.1,7.59,0
9.849,5754.0,1.687,0.1,7.59,1
2.053,5756.0,0.892,0.13,0.89,0
2.1,5719.0,0.92,-0.02,2.0,0
0.958,5756.0,0.892,0.13,0.89,0
1.675,5416.0,0.787,0.12,0.85,0
1.76,5453.0,0.85,0.0,2.69,0
5.11,4188.0,0.59,-0.22,6.03,0
1.38,4861.0,0.75,0.07,3.47,0
1.287,4780.0,0.703,0.24,1.62,0
1.412,4780.0,0.703,0.24,1.62,0
3.54,5884.0,1.12,0.03,5.13,0
3.765,5936.0,1.18,0.11,3.98,0
1.56,5144.0,0.79,-0.01,4.79,0
3.11,4598.0,0.7,-0.01,4.57,0
1.34,3655.0,0.54,0.44,5.37,0
1.033,5910.0,1.038,-0.2,6.46,0
1.07,6023.0,1.1,-0.13,4.37,0
1.234,5910.0,1.038,-0.2,6.46,0
1.31,6023.0,1.1,-0.13,4.37,0
1.399,5910.0,1.038,-0.2,6.46,0
1.43,6023.0,1.1,-0.13,4.37,0
1.125,5910.0,1.038,-0.2,6.46,0
1.18,6023.0,1.1,-0.13,4.37,0
1.7,4817.0,0.74,0.1,3.16,0
4.92,4094.0,0.53,-0.45,4.17,0
2.4,4094.0,0.53,-0.45,4.17,0
1.61,5488.0,0.87,-0.07,4.47,0
1.52,6169.0,1.4,0.02,3.55,0
1.317,6063.0,1.221,0.0,4.68,0
1.51,4776.0,0.73,0.05,2.88,0
2.86,5550.0,0.91,0.01,4.79,0
4.18,6725.0,1.74,0.02,1.7,0
1.776,5646.0,1.045,-0.27,13.18,0
1.8,5885.0,1.03,-0.03,4.07,0
0.98,5780.0,0.99,0.0,4.57,0
1.334,5597.0,1.294,-0.02,12.88,0
2.17,4500.0,0.69,0.02,5.62,0
1.59,5730.0,1.32,0.15,7.59,0
2.013,5712.0,1.615,0.29,6.03,0
2.59,5730.0,1.32,0.15,7.59,0
3.172,5712.0,1.615,0.29,6.03,0
1.65,5608.0,0.94,0.08,4.9,0
1.05,4508.0,0.69,0.05,4.17,0
1.37,5581.0,0.9,0.0,3.24,0
1.389,5581.0,0.921,-0.01,5.25,0
2.81,5628.0,0.92,-0.04,4.57,0
2.29,5614.0,0.91,-0.03,4.27,0
1.45,4903.0,0.74,-0.07,4.9,0
1.98,5512.0,1.3,0.05,12.3,0
2.618,5499.0,1.748,-0.06,10.23,0
2.097,5499.0,1.748,-0.06,10.23,0
1.71,5512.0,1.3,0.05,12.3,0
2.41,4523.0,0.67,-0.09,4.27,0
1.076,5834.0,1.278,0.22,5.62,0
0.92,5909.0,1.05,0.0,3.8,0
0.954,5874.0,1.249,-0.08,8.91,0
0.71,5586.0,0.93,0.01,5.62,0
1.634,5918.0,0.969,-0.17,4.17,0
1.75,5983.0,1.07,-0.04,3.55,0
1.17,5983.0,1.07,-0.04,3.55,0
1.031,5918.0,0.969,-0.17,4.17,0
1.038,5909.0,0.988,0.11,0.98,0
1.55,6331.0,1.42,0.07,2.4,0
2.968,4683.0,0.724,0.28,2.4,0
2.99,4662.0,0.72,0.19,1.82,0
1.66,5527.0,0.9,0.03,4.37,0
1.93,5759.0,0.93,-0.16,3.98,0
1.84,5981.0,1.13,0.06,3.63,0
1.814,5815.0,1.133,0.0,7.76,0
2.691,6333.0,1.764,-0.16,3.55,0
2.36,6449.0,1.55,0.04,2.24,0
1.58,6133.0,1.21,0.04,3.09,0
1.03,5193.0,0.79,-0.11,5.62,0
1.94,5911.0,1.04,-0.01,3.72,0
0.7,6086.0,1.28,0.03,2.88,0
0.694,5970.0,1.369,0.2,4.27,0
2.014,6014.0,1.413,-0.07,6.76,0
1.91,6251.0,1.35,0.18,2.45,0
1.247,6014.0,1.413,-0.07,6.76,0
1.18,6251.0,1.35,0.18,2.45,0
2.52,3827.0,0.53,-0.06,4.57,0
1.73,3827.0,0.53,-0.06,4.57,0
0.65,4439.0,0.67,-0.03,4.17,0
0.89,6118.0,1.16,0.0,3.16,0
0.886,5870.0,1.243,-0.22,10.72,0
1.8,4776.0,0.72,-0.06,4.68,0
2.97,6168.0,1.24,0.03,2.95,0
1.46,5352.0,0.83,-0.04,4.27,0
1.53,5106.0,0.78,-0.02,4.9,0
1.28,5597.0,0.9,-0.06,4.57,0
1.12,5181.0,0.79,-0.08,5.13,0
2.83,4709.0,0.72,0.11,2.34,0
2.511,4699.0,0.647,-0.03,3.39,0
2.11,6193.0,1.29,0.14,2.75,0
1.97,6193.0,1.29,0.14,2.75,0
3.4,6778.0,1.83,0.06,1.55,0
0.86,5131.0,0.79,0.0,4.9,0
0.838,5037.0,0.768,0.08,2.95,0
2.6,4857.0,0.74,0.06,3.09,0
1.25,4839.0,0.72,-0.09,4.17,0
2.15,6805.0,1.79,0.04,1.58,0
1.384,5700.0,1.618,0.15,8.13,0
0.92,5770.0,1.05,0.03,6.03,0
0.8,5770.0,1.05,0.03,6.03,0
1.152,5700.0,1.618,0.15,8.13,0
1.43,4070.0,0.6,-0.02,3.98,0
0.92,4106.0,0.6,-0.06,3.89,0
1.65,5906.0,1.08,0.1,3.47,0
2.69,5761.0,0.99,0.0,4.07,0
1.69,5268.0,0.81,-0.02,4.27,0
1.746,5237.0,0.851,0.05,8.13,0
2.13,5268.0,0.81,-0.02,4.27,0
2.259,5237.0,0.851,0.05,8.13,0
2.035,6190.0,1.466,0.22,2.69,0
1.84,6202.0,1.29,0.05,2.88,0
1.382,6190.0,1.466,0.22,2.69,0
1.27,6202.0,1.29,0.05,2.88,0
0.852,5260.0,0.954,-0.07,13.18,0
0.73,5361.0,0.83,-0.07,4.37,0
0.705,5260.0,0.954,-0.07,13.18,0
0.64,5361.0,0.83,-0.07,4.37,0
1.27,5677.0,0.97,0.05,5.01,0
1.16,6299.0,1.33,0.03,2.51,0
1.703,6280.0,2.016,0.07,2.57,0
2.29,5323.0,0.81,-0.13,4.47,0
1.74,6704.0,1.78,0.09,1.66,0
1.05,5659.0,0.97,0.07,4.68,0
1.25,5218.0,0.82,0.05,5.01,0
2.2,4407.0,0.67,0.03,6.46,0
1.3,5188.0,0.79,-0.04,5.01,0
0.64,3809.0,0.53,0.04,4.68,0
1.4,3809.0,0.53,0.04,4.68,0
1.63,3809.0,0.53,0.04,4.68,0
1.43,5570.0,0.94,0.1,4.79,0
2.25,5747.0,0.94,-0.1,4.07,0
1.856,6139.0,1.727,0.29,2.69,0
1.88,6161.0,1.72,0.3,2.75,0
1.41,6370.0,1.44,0.03,2.24,0
1.528,6093.0,1.581,-0.24,7.08,0
1.94,4919.0,0.74,-0.06,4.57,0
0.85,5732.0,1.29,0.41,4.37,0
1.064,5727.0,1.658,0.32,5.13,0
1.24,5733.0,1.03,0.11,5.01,0
0.93,5046.0,0.77,0.02,4.37,0
2.59,4098.0,0.61,0.02,4.47,0
2.26,4098.0,0.61,0.02,4.47,0
2.86,4098.0,0.61,0.02,4.47,0
2.46,4098.0,0.61,0.02,4.47,0
1.669,4962.0,0.709,-0.11,4.27,0
1.77,5078.0,0.74,-0.14,2.09,0
2.57,5680.0,1.12,0.28,5.62,0
2.377,5630.0,1.045,0.35,2.82,0
2.56,5680.0,1.12,0.28,5.62,0
2.451,5630.0,1.045,0.35,2.82,0
1.695,5630.0,1.045,0.35,2.82,0
1.18,5753.0,0.98,-0.01,4.47,0
1.68,5840.0,1.1,0.04,5.5,0
2.366,5781.0,1.557,0.34,5.01,0
1.96,5479.0,0.85,-0.11,4.68,0
0.8,5697.0,0.92,-0.09,3.47,0
1.39,6481.0,2.55,0.06,1.91,0
0.982,6422.0,1.989,-0.01,2.34,0
0.722,6069.0,1.193,0.12,2.69,0
0.8,6138.0,1.23,0.12,2.88,0
2.07,6195.0,1.27,0.04,2.75,0
2.578,6123.0,1.716,-0.33,6.76,0
1.72,6026.0,1.12,0.0,3.55,0
0.9,6126.0,1.18,0.01,3.09,0
1.003,5969.0,1.276,-0.04,6.92,0
1.094,5969.0,1.276,-0.04,6.92,0
1.03,6126.0,1.18,0.01,3.09,0
1.25,5735.0,0.96,-0.03,4.37,0
12.733,6395.0,2.048,0.12,2.2,1
12.621334,6395.0,2.09,0.12,2.2,1
12.71,6471.0,2.16,0.06,2.24,1
1.485,6024.0,1.172,-0.03,5.01,0
1.5,6109.0,1.15,0.12,1.95,0
1.63,6109.0,1.15,0.12,1.95,0
1.694,6024.0,1.172,-0.03,5.01,0
1.62,5044.0,0.78,0.04,4.57,0
1.68,5964.0,1.1,0.04,3.55,0
0.76,5416.0,0.87,0.03,4.57,0
2.14,6060.0,1.15,0.03,3.31,0
2.01,5261.0,0.8,-0.09,4.57,0
3.96,5925.0,1.07,0.03,3.63,0
1.1,5892.0,1.12,0.04,5.01,0
2.25,6010.0,1.15,0.05,3.24,0
0.89,6170.0,1.35,0.0,2.57,0
1.171,6018.0,1.723,-0.07,6.03,0
0.963,5113.0,0.753,0.18,1.35,0
1.04,5160.0,0.79,-0.03,4.79,0
0.69,4996.0,0.79,0.16,4.47,0
0.664,5019.0,0.778,0.33,0.89,0
1.587,5019.0,0.778,0.33,0.89,0
1.63,4996.0,0.79,0.16,4.47,0
2.15,3950.0,0.566,0.04,1.3,0
1.78,4092.0,0.6,0.01,4.07,0
2.82,5664.0,0.92,-0.04,4.17,0
0.83,5880.0,1.27,0.04,6.31,0
1.027,5759.0,1.507,-0.03,9.33,0
1.82,5196.0,0.8,-0.05,4.68,0
1.23,4951.0,0.75,-0.02,4.68,0
1.29,5267.0,0.84,0.12,4.17,0
1.202,5200.0,0.803,0.38,2.0,0
0.88,6019.0,1.15,0.03,2.95,0
1.0,5839.0,1.02,0.02,4.07,0
1.541,5693.0,1.54,-0.28,12.02,0
1.66,4770.0,0.72,0.0,3.63,0
2.86,5796.0,1.01,0.04,4.37,0
1.94,5872.0,1.18,0.08,5.5,0
1.75,5759.0,1.101,0.05,7.59,0
2.459,5759.0,1.101,0.05,7.59,0
2.57,5872.0,1.18,0.08,5.5,0
1.41,5872.0,1.18,0.08,5.5,0
1.269,5759.0,1.101,0.05,7.59,0
1.28,5187.0,0.79,-0.1,4.9,0
1.031,6190.0,1.659,-0.06,3.98,0
0.93,6335.0,1.42,0.05,2.75,0
2.02,6194.0,1.23,0.0,3.02,0
1.06,4939.0,0.75,-0.02,4.68,0
1.613,5879.0,1.41,0.06,7.08,0
1.16,5838.0,1.07,0.01,5.25,0
0.94,5718.0,0.95,-0.03,4.07,0
1.67,5477.0,1.664,-0.06,11.48,0
1.56,5831.0,1.02,0.03,4.07,0
1.1,5793.0,1.01,0.06,4.07,0
1.64,6184.0,1.36,0.35,2.04,0
2.985,6285.0,2.48,0.12,1.95,0
1.29,5902.0,1.07,0.04,4.17,0
2.31,5802.0,1.314,-0.01,9.33,0
2.15,5913.0,1.22,0.03,5.62,0
2.988,5802.0,1.314,-0.01,9.33,0
2.78,5913.0,1.22,0.03,5.62,0
1.18,4796.0,0.72,-0.03,2.09,0
1.47,5806.0,1.03,0.07,4.27,0
2.22,6031.0,1.13,0.02,3.47,0
1.56,6097.0,1.19,0.07,3.02,0
1.11,6291.0,2.04,0.19,2.57,0
1.367,6251.0,2.281,0.24,1.91,0
0.968,6234.0,1.375,-0.14,4.9,0
0.86,6356.0,1.32,-0.03,2.63,0
1.31,5972.0,1.09,-0.01,3.8,0
1.37,5557.0,0.9,-0.02,4.57,0
0.94,5530.0,0.96,0.2,5.37,0
1.46,3578.0,0.43,-0.03,4.07,0
1.61,6274.0,1.47,0.03,3.02,0
1.274,6182.0,1.169,-0.13,4.17,0
1.58,6274.0,1.47,0.03,3.02,0
1.265,6182.0,1.169,-0.13,4.17,0
1.26,5698.0,0.96,0.04,4.47,0
2.005,5654.0,1.548,0.22,8.51,0
1.31,5802.0,1.0,0.01,3.89,0
3.93,6394.0,1.44,0.26,1.7,0
4.493,6388.0,1.661,0.15,2.29,0
1.136,6344.0,1.596,-0.07,3.31,0
0.97,6289.0,1.27,0.0,2.63,0
2.029,5875.0,0.989,0.21,0.47,0
2.18,5810.0,1.05,0.06,4.79,0
0.96,6150.0,1.26,-0.03,3.8,0
1.071,6078.0,1.337,-0.1,6.31,0
0.742,4848.0,0.696,0.14,1.78,0
0.82,4865.0,0.75,0.11,2.63,0
2.9,5722.0,0.95,-0.03,4.17,0
1.61,5774.0,0.93,-0.16,3.55,0
1.68,5979.0,1.1,0.04,3.47,0
2.27,6200.0,1.89,0.1,3.24,0
2.224,6110.0,1.871,0.06,3.47,0
3.92,6200.0,1.89,0.1,3.24,0
3.878,6110.0,1.871,0.06,3.47,0
1.71,4524.0,0.68,-0.02,4.37,0
3.35,5782.0,0.99,0.01,4.17,0
2.7,6101.0,2.06,0.14,3.24,0
2.773,6045.0,2.066,0.0,4.37,0
2.67,5665.0,0.94,0.01,4.27,0
1.88,5448.0,0.86,-0.02,4.57,0
1.93,3950.0,0.518,-0.21,1.4,0
2.16,4075.0,0.6,-0.02,4.17,0
1.14,4231.0,0.62,-0.09,3.72,0
1.99,5866.0,1.01,-0.05,3.72,0
2.463,5846.0,1.237,-0.12,9.77,0
2.76,5653.0,0.94,0.02,4.17,0
2.425,5414.0,0.813,0.05,1.82,0
1.36,4828.0,0.74,0.01,3.89,0
3.112,6001.0,1.021,0.08,0.91,0
3.54,6034.0,1.16,0.03,3.63,0
3.16,6034.0,1.16,0.03,3.63,0
2.803,6001.0,1.021,0.08,0.91,0
1.96,4422.0,0.67,-0.02,3.98,0
2.03,4919.0,0.74,-0.04,3.24,0
3.82,5756.0,1.0,0.06,4.07,0
1.86,5679.0,0.95,0.0,4.79,0
1.66,5828.0,1.01,0.03,3.89,0
2.664,5845.0,1.62,0.01,7.59,0
1.0,5828.0,1.01,0.03,3.89,0
1.549,5845.0,1.62,0.01,7.59,0
1.77,4726.0,0.71,-0.06,3.72,0
1.448,5552.0,0.97,-0.43,13.49,0
1.55,5884.0,1.02,-0.07,3.89,0
3.3,5332.0,0.82,-0.07,4.37,0
1.73,5893.0,1.05,0.03,3.55,0
1.15,5893.0,1.05,0.03,3.55,0
2.8,5507.0,0.89,0.02,4.47,0
1.548,5943.0,1.518,0.1,5.5,0
1.29,6025.0,1.34,0.07,4.47,0
2.78,6025.0,1.34,0.07,4.47,0
3.174,5943.0,1.518,0.1,5.5,0
1.07,4961.0,0.76,-0.01,4.57,0
1.41,5660.0,0.93,-0.03,4.57,0
1.9,6159.0,1.25,0.03,3.09,0
1.276,5902.0,1.154,-0.02,6.61,0
1.19,6046.0,1.09,-0.01,2.63,0
2.16,5870.0,1.04,0.04,3.8,0
2.92,6214.0,1.28,0.03,2.82,0
1.67,5663.0,0.96,0.06,4.57,0
1.18,5100.0,0.78,-0.06,4.68,0
1.73,5904.0,1.06,0.03,3.98,0
2.178,5714.0,1.17,-0.05,10.96,0
1.83,5796.0,0.98,-0.02,4.27,0
1.77,5172.0,0.81,0.07,4.68,0
3.46,5172.0,0.81,0.07,4.68,0
8.68,5172.0,0.81,0.07,4.68,1
1.67,5156.0,0.81,0.07,4.79,0
1.23,4908.0,0.75,0.04,3.89,0
1.01,5381.0,0.84,-0.04,4.47,0
1.276,5428.0,1.058,0.0,12.88,0
1.52,6337.0,1.4,0.04,2.4,0
2.11,5730.0,0.92,-0.17,3.98,0
1.631,5980.0,1.25,0.05,5.25,0
1.47,6087.0,1.12,0.02,2.51,0
2.32,5965.0,1.12,0.06,3.55,0
2.13,6541.0,1.63,0.04,1.95,0
1.86,5820.0,1.31,0.06,6.92,0
2.666,5800.0,1.905,0.13,5.75,0
1.452,5800.0,1.905,0.13,5.75,0
1.77,5655.0,0.9,-0.13,4.07,0
4.14,5377.0,0.9,0.17,6.31,0
4.42,5455.0,0.975,0.35,3.55,0
1.77,5377.0,0.9,0.17,6.31,0
1.943,5455.0,0.975,0.35,3.55,0
